id,grade,unit,unit_label,question,choice1,choice2,choice3,choice4,answer
1457,3,chemistry,化学,ボルタ電池の銅板の様子として正しいものはどれか。,変化しない,銅が溶け出す,銅が付着する,水素が発生する,4
1458,3,chemistry,化学,ボルタ電池にうすい塩酸を使うとき、水溶液中で減少するイオンはどれか。,OH⁻,Cl⁻,H⁺,Zn²⁺,3
1459,3,chemistry,化学,ボルタ電池での電子の流れとして正しいものはどれか。,銅板から亜鉛板へ,水溶液から銅板へ,亜鉛板から銅板へ,空気中から銅板へ,3
1460,3,chemistry,化学,ボルタ電池の亜鉛板での変化を表す化学式はどれか。,Zn²⁺ → Zn + 2e⁻,Zn → Zn²⁺ + 2e⁻,Zn + 2e⁻ → Zn²⁻,Zn²⁺ + 2e⁻ → Zn,2
1461,3,chemistry,化学,ボルタ電池の銅板での変化を表す化学式はどれか。,2H⁺ + 2e⁻ → H₂,H₂ → 2H⁺ + 2e⁻,Cu → Cu²⁺ + 2e⁻,Cu²⁺ + 2e⁻ → Cu,1
1462,3,chemistry,化学,ダニエル電池で使われるセロハンや素焼きの板の役割はどれか。,電子を止めるため,電流を増やすため,溶液がすぐ混ざり合うのを防ぐため,金属を保護するため,3
1463,3,chemistry,化学,ダニエル電池で使われるセロハンや素焼きの板の役割はどれか。,電解液の量を調整するため,電気的なかたよりの発生を防ぐため,気体の発生を促すため,イオンの流れを止めるため,2
1464,3,chemistry,化学,ダニエル電池で2つの水溶液が混ざり合うとどうなるか。,電圧が上がる,電流が流れない,電圧が下がる,過電流が発生する,2
1465,3,chemistry,化学,ダニエル電池で2つの水溶液が混ざり合うとどうなるか。,電気的なかたよりが発生する,電子の流れが乱れる,電圧が急上昇する,電子が減る,1
1466,3,chemistry,化学,ダニエル電池で水溶液が混ざると電流が流れなくなるのはなぜか。,電子が失われるから,銅イオンが発生しなくなるから,銅イオンが亜鉛板から直接電子を受け取るから,電子が空気中に逃げるから,3
1467,3,chemistry,化学,ダニエル電池で水溶液が混ざると電気的なかたよりが発生するのはなぜか。,電子が移動しにくくなるため,金属が溶けなくなるため,電子がなくなるため,電解質が不足するため,1
1468,3,chemistry,化学,ダニエル電池の亜鉛板での変化を表す化学式はどれか。,Zn²⁺ → Zn + 2e⁻,Zn → Zn²⁺ + 2e⁻,Zn + 2e⁻ → Zn²⁻,Zn²⁺ + 2e⁻ → Zn,2
1469,3,chemistry,化学,ダニエル電池の銅板での変化を表す化学式はどれか。,2H⁺ + 2e⁻ → H₂,H₂ → 2H⁺ + 2e⁻,Cu → Cu²⁺ + 2e⁻,Cu²⁺ + 2e⁻ → Cu,4
1470,3,chemistry,化学,ダニエル電池で硫酸亜鉛水溶液から硫酸銅水溶液へ移動するイオンはどれか。,銅イオン,硫酸イオン,亜鉛イオン,水素イオン,3
1471,3,chemistry,化学,ダニエル電池で硫酸銅水溶液から硫酸亜鉛水溶液へ移動するイオンはどれか。,銅イオン,硫酸イオン,亜鉛イオン,水素イオン,2
1472,3,chemistry,化学,ダニエル電池で電流を流し続けると、硫酸亜鉛水溶液はどうなるか。,濃度が薄くなる,水が増える,濃度が濃くなる,気体が発生する,3
1473,3,chemistry,化学,ダニエル電池で電流を流し続けると、硫酸銅水溶液はどうなるか。,濃度が薄くなる,水が増える,濃度が濃くなる,気体が発生する,1
1474,3,chemistry,化学,ダニエル電池のセロハンや素焼きの板を通過するものはどれか。,電子,イオン,原子,銅イオンのみ,2
1475,3,biology,生物,生物の体をつくる細胞が分かれて2つになることを何というか。,成長,生殖,分離,細胞分裂,4
1476,3,biology,生物,植物の細胞分裂がさかんに行われる場所はどこか。,茎の途中,根や茎の先端付近,葉の表面,根もと,2
1477,3,biology,生物,染色体が複製されるのはいつか。,細胞分裂前,細胞分裂中,細胞分裂後,核が２つに分離したとき,1
1478,3,biology,生物,細胞分裂の観察に使われる植物の例はどれか。,タマネギの根,ホウレンソウの葉,ジャガイモの芽,トマトの実,1
1479,3,biology,生物,生物の成長とはどのようなことか。,細胞の大きさを定期的に大きくすること,細胞が数を増やし続けること,細胞の数を増やし、増えた細胞の１つ１つが大きくなることを繰り返すこと,栄養を吸収すること,3
1480,3,biology,生物,植物の根の成長点にある細胞の特徴はどれか。,細胞がどんどん大きくなる,細胞分裂しない,細胞が常に入れ替わっている,細胞分裂を盛んに行う,4
1481,3,biology,生物,生物が自分と同じ種類の新しい個体をつくることを何というか。,生殖,複製,進化,栄養,1
1482,3,biology,生物,雄と雌それぞれの生殖細胞が結びつくことを何というか。,生殖,発芽,受精,受粉,3
1483,3,biology,生物,植物の体の一部が成長し、新しい個体ができる無性生殖を何というか。,出芽,栄養生殖,クローン,分裂,2
1484,3,biology,生物,生物の体をつくる細胞をとくに何というか。,生殖細胞,神経細胞,筋細胞,体細胞,4
1485,3,biology,生物,生物の体をつくる細胞の細胞分裂をとくに何というか。,減数分裂,体細胞分裂,有性分裂,栄養分裂,2
1486,3,biology,生物,植物の根や茎の先端付近で体細胞分裂がさかんに行われる部分を何というか。,成長点,茎頂,子房,葉緑体,1
1487,3,biology,生物,動物の体細胞分裂が行われる場所はどこか。,骨髄のみ,骨髄や上皮組織など,筋肉組織のみ,表皮組織や葉肉組織など,2
1488,3,biology,生物,細胞分裂のときに核の中に見られるひものようなものを何というか。,染色体,線状体,染色線,核色体,1
1489,3,biology,生物,細胞分裂のときに染色体が見えるようになるのはなぜか。,核の透明度が高くなるため,染色体が大きくなるため,核をつつむ膜がなくなるため,核が形を変えるため,3
1490,3,biology,生物,細胞分裂前に染色体の数が2倍になることを何というか。,分裂,クローン,複製,成長,3
1491,3,biology,生物,根の先端（成長点）を保護している部分を何というか。,根毛,根冠,根端,表皮,2
1492,3,biology,生物,同じ形や大きさの染色体どうしを何というか。,相同性質体,相対染色体,相同体,相同染色体,4
1493,3,biology,生物,植物の細胞分裂時、細胞を2つに分けるために内側に現れるものは何か。,くびれ,液胞,しきり,細胞質,3
1494,3,biology,生物,動物の細胞分裂時、細胞を2つに分けるために外側に現れるものは何か。,くびれ,みぞ,しきり,すきま,1
1495,3,biology,生物,細胞分裂の前後で、細胞1つあたりの染色体の数について何がいえるか。,2倍になる,半分になる,減少する,変わらない,4
1496,3,biology,生物,染色体には、生物の形質を決めるための何があるか。,酵素,遺伝子,染色情報,遺伝,2
1497,3,biology,生物,細胞分裂の観察の過程で、根の先端付近を切り取った後に行う操作はどれか。,エタノールであたためる（エタノール処理）,お湯であたためる,うすい塩酸であたためる（塩酸処理）,冷水につける,3
1498,3,biology,生物,細胞分裂の観察で、塩酸処理の後に行う操作はどれか。,水で洗う,顕微鏡で観察する,柄つき針でほぐす,指で垂直に押しつぶす,3
1499,3,biology,生物,細胞分裂の観察で塩酸処理を行う理由はどれか。,細胞の中を透明にするため,染色体を消すため,1つ1つの細胞を離れやすくするため,染色体以外のものを溶かすため,3
1500,3,biology,生物,細胞分裂の観察で、プレパラートを垂直に押しつぶすのはなぜか,染色体を平らにするため,細胞の重なりをなくすため,細胞中の液体をなくすため,染色体を押しつぶすため,2
1501,3,biology,生物,酢酸カーミン液を使うと、細胞の核や染色体は何色に染まるか。,赤色,赤紫色,青紫色,青色,1
1502,3,biology,生物,酢酸オルセイン液を使うと、細胞の核や染色体は何色に染まるか。,赤色,赤紫色,青紫色,青色,2
1503,3,biology,生物,酢酸ダーリア液を使うと、細胞の核や染色体は何色に染まるか。,赤色,赤紫色,青紫色,青色,3
1504,3,biology,生物,細胞の核や染色体を赤色に染める染色液はどれか。,酢酸ダーリア液,酢酸オルセイン液,酢酸カーミン液,酢酸液,3
1505,3,biology,生物,細胞の核や染色体を赤紫色に染める染色液はどれか。,酢酸ダーリア液,酢酸オルセイン液,酢酸カーミン液,酢酸液,2
1506,3,biology,生物,細胞の核や染色体を青紫色に染める染色液はどれか。,酢酸ダーリア液,酢酸オルセイン液,酢酸カーミン液,酢酸液,1
1507,3,biology,生物,染色液は細胞分裂の様子を見やすくするだけでなく、他にどのような役割があるか。,細胞を活動を停止する,細胞分裂を活発にする,細胞を生きたまま固定する,核や染色体を破壊する,3
1508,3,biology,生物,動物の卵と精子、植物の卵細胞と精細胞をまとめて何というか。,体細胞,生殖細胞,成長細胞,卵精細胞,2
1509,3,biology,生物,受精によってできた細胞を何というか。,受精卵,生殖細胞,卵精細胞,栄養細胞,1
1510,3,biology,生物,自分自身の細胞だけで新しい個体をつくる生殖を何というか。,有性生殖,無性生殖,分裂生殖,複製生殖,2
1511,3,biology,生物,受精によらず、新しい個体をつくる生殖を何というか。,有性生殖,無性生殖,分裂生殖,複製生殖,2
1512,3,biology,生物,受精によって新しい個体をつくる生殖を何というか。,有性生殖,無性生殖,分裂生殖,複製生殖,1
1513,3,biology,生物,体が2つに分かれてそれぞれが個体になる無性生殖の方法を何というか。,出芽,分裂,栄養生殖,クローン,2
1514,3,biology,生物,体の一部がふくらんで分離し、新しい個体になる無性生殖の方法を何というか。,出芽,分裂,栄養生殖,クローン,1
1515,3,biology,生物,次のうち、人工的な栄養生殖の例として誤っているものはどれか。,さし木,つぎ木,種まき,取り木,3
1516,3,biology,生物,同じ遺伝子をもつ個体の集まりを何というか。,コピー,クローン,集団,群衆,2
1517,3,biology,生物,次のうち、栄養生殖するものの例として誤っているものはどれか。,ジャガイモ,サツマイモ,チューリップ,ヒドラ,4
1518,3,biology,生物,出芽するものの例として正しいものはどれか。,アメーバ,ゾウリムシ,ヒドラ,ジャガイモ,3
1519,3,biology,生物,分裂の例として正しいものはどれか。,アメーバ,ゾウリムシ,ヒドラ,ジャガイモ,1
1520,3,biology,生物,卵と精子の核が結びつくことを何というか。,合体,有性生殖,生殖,受精,4
1521,3,biology,生物,受精によってできた1つの細胞を何というか。,受精体,生殖体,受精卵,胚,3
1522,3,biology,生物,受精卵が細胞分裂をくり返し、生物の体になる過程を何というか。,胚,成長,発生,成熟,3
1523,3,biology,生物,被子植物で受粉が起こるのはどこか。,胚珠,子房,柱頭,めしべ,3
1524,3,biology,生物,減数分裂によってできる細胞は、親の体細胞に比べて染色体の数がどうなるか。,2倍,同じ,半分,ゼロ,3
1525,3,biology,生物,生殖細胞がつくられるときに行われる特別な細胞分裂を何というか。,減数分裂,栄養分裂,体細胞分裂,生殖分裂,1
1526,3,biology,生物,親の特徴が子に伝わることを何というか。,伝承,継承,伝搬,遺伝,4
1527,3,biology,生物,遺伝子は何に含まれているか。,核,細胞,生殖細胞,染色体,4
1528,3,biology,生物,遺伝子の本体として正しいものはどれか。,デオキシリボ,核酸,DNA（デオキシリボ核酸）,染色体,3
1529,3,biology,生物,雌の生殖細胞を何というか。,精子,精細胞,卵,卵細胞,3
1530,3,biology,生物,雌の卵はどこでつくられるか。,精巣,子房,卵巣,胚珠,3
1531,3,biology,生物,雄の生殖細胞を何というか。,精子,精細胞,卵,卵細胞,1
1532,3,biology,生物,雄の精子はどこでつくられるか。,精巣,子房,卵巣,胚珠,1
1533,3,biology,生物,受精卵が細胞分裂を始めてから成体になるまでの過程を何というか。,分裂体,個体,胚珠,胚,4
1534,3,biology,生物,受粉すると花粉から何が伸びるか。,花柱,花粉管,花粉根,花粉道,2
1535,3,biology,生物,花粉管は乾燥するとどうなるか。,太くなる,伸びなくなる,速く伸びる,細くなる,2
1536,3,biology,生物,植物の胚珠の中でできる生殖細胞を何というか。,精子,精細胞,卵,卵細胞,4
1537,3,biology,生物,花粉の中でできる生殖細胞を何というか。,精子,精細胞,卵,卵細胞,2
1538,3,biology,生物,花粉管の役割として正しいものはどれか。,受精卵を作る,花粉を胚珠に届ける,花粉の中の精細胞を胚珠の中の卵細胞へ運ぶ,花粉の中の卵細胞を胚珠の中の精細胞へ運ぶ,3
1539,3,biology,生物,減数分裂によってできる細胞として誤っているものはどれか。,精子,卵細胞,体細胞,精細胞,3
1540,3,biology,生物,花粉管の観察で、砂糖水を用いる理由として正しいものはどれか。,栄養を与えるため,花粉が乾燥しないようにするため,花粉が割れやすくなるため,柱頭に似た状態にするため,4
1541,3,biology,生物,花粉管の観察でプレパラートを水入りのペトリ皿に入れてふたをするのはなぜか。,水の吸収により花粉管を伸ばすため,花粉が乾燥しないようにするため,花粉が割れやすくなるため,柱頭に似た状態にするため,2
1542,3,biology,生物,生物の持つ形や性質などの特徴を何というか。,形性,形体,形質,形態,3
1543,3,biology,生物,減数分裂で対になった遺伝子が分かれて別々の生殖細胞に入ることを何というか。,分裂の法則,分離の法則,対立の法則,顕性の法則,2
1544,3,biology,生物,おしべの花粉が同じ個体のめしべの柱頭につくことを何というか。,自家受粉,他家受粉,自然交配,自然受粉,1
1545,3,biology,生物,おしべの花粉が別の個体のめしべの柱頭につくことを何というか。,自家受粉,他家受粉,自然交配,自然受粉,2
1546,3,biology,生物,自家受粉で代々同じ形質が現れる系統を何というか。,顕系,純系,対立系,優系,2
1547,3,biology,生物,どちらか一方の形質しか現れない形質どうしを何というか。,顕性形質,潜性形質,対立形質,純系形質,3
1548,3,biology,生物,遺伝の規則性を調べるために純系を使って実験を行った人物は誰か。,パスツール（フランス）,ダーウィン（イギリス）,ラマルク（フランス）,メンデル（チェコ）,4
1549,3,biology,生物,形質の異なる純系どうしを交配させたとき、子に現れる形質を何というか。,顕性形質,潜性形質,対立形質,純系形質,1
1550,3,biology,生物,形質の異なる純系どうしを交配させたとき、子に現れない形質を何というか。,顕性形質,潜性形質,対立形質,純系形質,2
1551,3,biology,生物,子に親の一方の形質だけが現れることを何というか。,分裂の法則,分離の法則,対立の法則,顕性の法則,4
1552,3,biology,生物,丸い種子の純系エンドウとしわのある種子の純系エンドウを交配させたとき、できる種子はどれか。,丸い種子のみ,丸い種子としわの種子,しわの種子のみ,わからない,1
1553,3,biology,生物,丸い種子としわの種子の純系を交配し、自家受粉させたときの割合はどれか。,丸：しわ＝1：2,丸：しわ＝2：1,丸：しわ＝3：1,丸：しわ＝1：3,3
1554,3,biology,生物,遺伝子やDNAに関する科学技術の例として誤っているものはどれか。,遺伝子組換え作物,DNA鑑定,品種改良,地震予知,4
1555,3,biology,生物,遺伝子について正しい説明はどれか。,すべての生物で同じである,世代をこえて変化しない,不変ではなく、突然変異することがある,変化せず、遺伝子情報を長期記憶している,3
1556,3,biology,生物,生物の進化を「種の起源」としてまとめた人物は誰か。,パスツール（フランス）,ダーウィン（イギリス）,ラマルク（フランス）,メンデル（チェコ）,2
1557,3,biology,生物,脊椎動物の中で最も古い時代に出現したとされるのはどれか。,哺乳類,両生類,鳥類,魚類,4
1558,3,biology,生物,脊椎動物の共通点として正しいものはどれか。,あしがある,羽がある,背骨がある,肺をもつ,3
1559,3,biology,生物,魚類→両生類→哺乳類、魚類→両生類→は虫類→鳥類といった脊椎動物の進化は、主にどのような環境への適応によるか。,陸上から水中,水中から陸上,高温への適応,飛行への適応,2
1560,3,biology,生物,被子植物の進化の流れで、最も初期に出現したのはどれか。,被子植物,裸子植物,コケ植物,シダ植物,3
1561,3,biology,生物,形は違っても基本的な骨格のつくりが似ている器官を何というか。,相同器官,相似器官,痕跡器官,共通器官,1
1562,3,biology,生物,1859年、ダーウィンが発表した、生物の進化をまとめた著作は何か。,進化論の発見,生命の歴史,種の起源,自然の設計図,3
1563,3,biology,生物,えらは水中の何を取り入れる器官か。,プランクトン,窒素,二酸化炭素,酸素,4
1564,3,biology,生物,陸上で生活する動物は、何に耐えられる体表になっているか。,気温変化,熱,乾燥,天候,3
1565,3,biology,生物,外の温度に合わせて体温を変化させる動物を何というか。,恒温動物,変温動物,常温動物,外温動物,2
1566,3,biology,生物,外の温度に関係なく体温をほぼ一定に保つ動物を何というか。,恒温動物,変温動物,常温動物,外温動物,1
1567,3,biology,生物,次のうち、変温動物の組み合わせとして正しいものはどれか。,鳥類・魚類・両生類,魚類・両生類・は虫類,は虫類・哺乳類・鳥類,魚類・鳥類・哺乳類,2
1568,3,biology,生物,次のうち、恒温動物の組み合わせとして正しいものはどれか。,魚類・哺乳類,両生類・鳥類,哺乳類・鳥類,は虫類・哺乳類,3
1569,3,biology,生物,脊椎動物は水中→水辺→陸上へと進化した。何に耐えられるようになったか。,気温変化,熱,乾燥,天候,3
1570,3,biology,生物,魚類や鳥類のように、卵を産んで子をふやす生まれ方を何というか。,卵生,胎生,卵産,胎産,1
1571,3,biology,生物,哺乳類のように、親の体内で育った子が生まれる生まれ方を何というか。,卵生,胎生,卵産,胎産,2
1572,3,biology,生物,卵生の動物のうち、殻のある卵を産む動物の組み合わせとして正しいものはどれか。,魚類・は虫類,両生類・鳥類,魚類・両生類,は虫類・鳥類,4
1573,3,biology,生物,卵生の動物のうち、殻のない卵を産む動物の組み合わせとして正しいものはどれか。,魚類・両生類,鳥類・両生類,は虫類・魚類,は虫類・鳥類,1
1574,3,biology,生物,卵の殻の主な役割はどれか。,卵を見つけやすくすること,外敵から身を守ること,内部を乾燥から守ること,内部の温度を一定に保つこと,3
1575,3,biology,生物,植物は水中で生活していた何の一部から進化したか。,菌類,コケ類,藻類,海草類,3
1576,3,biology,生物,相同器官とはどのようなものか。,形や働きが同じ器官,起源は異なるが、現在の外形やはたらきが同じ器官,起源が同じで、現在の外形やはたらきが異なる器官,起源が同じで、現在の外形やはたらきが同じ器官,3
1577,3,biology,生物,相同器官のうち、はたらきを失って形だけが残っているものを何というか。,相同器官,相似器官,痕跡器官,共通器官,3
1578,3,biology,生物,次のうち、痕跡器官の例として誤っているものはどれか。,人の尾てい骨（人の尾骨）,クジラの後ろ足の骨,鳥の翼,虫垂,3
1579,3,biology,生物,は虫類と鳥類の両方の特徴をあわせ持つとされる鳥類はどれか。,シーラカンス,始祖鳥,ハイギョ,カモノハシ,2
1580,3,biology,生物,羽毛におおわれ、鳥類の祖先とされているは虫類のなかまはどれか。,羽毛恐竜,恐竜,始祖鳥,翼竜,1
1581,3,biology,生物,絶滅したと考えられていたが発見され、「生きている化石」として注目された魚類はどれか。,シーラカンス,ハイギョ,カモノハシ,シソチョウ,1
1582,3,biology,生物,肺をもち、ひれが前足・後足のようになっている、両生類の特徴をもつ魚類はどれか。,シーラカンス,ハイギョ,カモノハシ,シソチョウ,2
1583,3,biology,生物,は虫類・鳥類・哺乳類の特徴をあわせ持つといわれる生物はどれか。,シーラカンス,ハイギョ,カモノハシ,シソチョウ,3
1584,3,earth,地学,地球は1日に何回自転しているか。,1回,2回,12回,24回,1
1585,3,earth,地学,地球はどの方向に自転しているか。,東から西,西から東,南から北,北から南,2
1586,3,earth,地学,地球の自転の中心となる線を何というか。,赤道,本初子午線,地軸,子午線,3
1587,3,earth,地学,地球の自転により、太陽はどの方向に動いて見えるか。,東から西,西から東,北から南,南から北,1
1588,3,earth,地学,天体が、球の表面に散らばったように見えるときの仮想の球体を何というか。,天板,天半球,天球,仮想天体,3
1589,3,earth,地学,観察者の真上の点を何というか。,子午線,天頂,天極,頂天,2
1590,3,earth,地学,天頂と南北の方向を結んだ線を何というか。,南北頂線,天頂線,天線,子午線,4
1591,3,earth,地学,地球の自転により、星の動きが見かけ上生じる運動を何というか。,日周運動,年周運動,恒星運動,自転運動,1
1592,3,earth,地学,日周運動で、天体は1時間に約何度動いて見えるか。,10度,15度,20度,30度,2
1593,3,earth,地学,北の空では、星はどのように動いて見えるか。,時計回り,反時計回り,上下に動く,動かない,2
1594,3,earth,地学,北極星付近を中心に、星が反時計回りに動いて見える空はどの方角か。,東の空,南の空,西の空,北の空,4
1595,3,earth,地学,太陽の南中高度が最も高くなるのはどのようなときか。,日の出（朝）,正午,日の入り（夕方）,真夜中,2
1596,3,earth,地学,太陽の動きについて正しいのはどれか。,東から昇って北の空を通り、西に沈む,西から昇って南の空を通り、東に沈む,東から昇って南の空を通り、西に沈む,南から昇って東の空を通り、北に沈む,3
1597,3,earth,地学,地球の自転により、星が東から昇って西に沈むように見える理由は何か。,地球が公転しているから,地球が東から西に自転しているから,地球が西から東に自転しているから,太陽が動いているから,3
1598,3,earth,地学,太陽が真南にくるときを何というか。,南中,南上,陽南,南来,1
1599,3,earth,地学,太陽が真南にきたときの高度を何というか。,陽南高度,南中角,南中高度,地平高度,3
1600,3,earth,地学,赤道付近で、春分または秋分の南中高度は約何度か。,約0度,約45度,約60度,約90度,4
1601,3,earth,地学,北極付近で、春分または秋分の南中高度は約何度か。,約0度,約45度,約60度,約90度,1
1602,3,earth,地学,北の空の星の動きは、何を中心にして回転しているように見えるか。,天の川,天頂,北極星付近（天の北極）,北極,3
1603,3,earth,地学,北の空で北極星がほぼ動かないように見えるのはなぜか。,周囲の星より明るく見えるため,他の星に比べて動きがかなり遅いため,子午線のほご延長線上にあるため,地軸のほぼ延長線上にあるため,4
1604,3,earth,地学,星が左から右へほぼ平行に動いているように見える空はどの方角か。,東の空,南の空,西の空,北の空,2
1605,3,earth,地学,星が地平線から右上がりに動いているように見える空はどの方角か。,東の空,南の空,西の空,北の空,1
1606,3,earth,地学,星が地平線に向かって右下がりに動いているように見える空はどの方角か。,東の空,南の空,西の空,北の空,3
1607,3,earth,地学,透明半球を使って太陽の動きを調べるとき、サインペンの先の影がどこと重なるように印をつけていくか。,東西を結んだ線上ならどこでも良い,円の北の位置,円の南の位置,円の中心（観測者の位置）,4
1608,3,earth,地学,北の空のある星が午後9時の位置から30度反時計回りに動いたとき、何時の位置にあるように見えるか。,午後10時,午後11時,午前0時,午前1時,2
1609,3,earth,地学,南の空のある星が午後10時の位置から午前1時の位置へ動いたとき、何度動いたことになるか。,30度,45度,60度,90度,2
1610,3,earth,地学,地球が太陽のまわりを回転する運動を何というか。,自転,公転,年周運動,日周運動,2
1611,3,earth,地学,地球は1年で何回公転しているか。,1回,12回,24回,360回,1
1612,3,earth,地学,地球の公転の向きは自転の向きとどうか。,同じ,逆,変化する,解明されていない,1
1613,3,earth,地学,地球の公転により、夜空で見える星座はどうなるか。,毎日同じ,季節ごとに変わる,年に1回変わる,南の星座だけ変わる,2
1614,3,earth,地学,地球が公転することによって起こる、天体の見かけの動きを何というか。,自転,公転,年周運動,日周運動,3
1615,3,earth,地学,同じ時刻に見える星の位置は1か月でどのように変わるか。,約15度動く,約30度動く,約60度動く,変わらない,2
1616,3,earth,地学,星が同じ位置に見える時刻は、1か月で約何時間早くなるか。,約0.5時間,約1時間,約1.5時間,約2時間,4
1617,3,earth,地学,地球の公転によって太陽が天球上を移動する道筋を何というか。,南中高度,天の赤道,太陽道,黄道,4
1618,3,earth,地学,黄道上に並ぶ12の星座を何というか。,黄道12星座,公転12星座,太陽12星座,星の帯,1
1619,3,earth,地学,地球の地軸の傾きは公転面に垂直な方向から約何度か。,約12.3度,約23.4度,約34.5度,約40度,2
1620,3,earth,地学,地軸の傾きと公転によって起こる現象はどれか。,月の満ち欠け,星の年周運動,季節の変化,自転の速さの変化,3
1621,3,earth,地学,季節によって太陽の南中高度が変化するのはなぜか。,地球は、地軸を傾けたまま自転しているから,地球のまわりを太陽が回っているから,地球は、地軸を傾けたまま公転しているから,地球はの自転速度が変わるから,3
1622,3,earth,地学,夏至の日、太陽の南中高度は1年のうちでどうなるか。,最も低くなる,最も高くなる,変わらない,90度になる,2
1623,3,earth,地学,冬至の日、太陽の南中高度は1年のうちでどうなるか。,最も低くなる,最も高くなる,変わらない,90度になる,1
1624,3,earth,地学,季節によって昼の長さが変化するのはなぜか。,地球は、地軸を傾けたまま自転しているから,地球のまわりを太陽が回っているから,地球は、地軸を傾けたまま公転しているから,地球はの自転速度が変わるから,3
1625,3,earth,地学,春の真夜中、南の空に見える代表的な星座として正しいものはどれか。,さそり座,ペガスス座,オリオン座,しし座,4
1626,3,earth,地学,夏の真夜中、南の空に見える代表的な星座として正しいものはどれか。,さそり座,ペガスス座,オリオン座,しし座,1
1627,3,earth,地学,秋の真夜中、南の空に見える代表的な星座として正しいものはどれか。,さそり座,ペガスス座,オリオン座,しし座,2
1628,3,earth,地学,冬の真夜中、南の空に見える代表的な星座として正しいものはどれか。,さそり座,ペガスス座,オリオン座,しし座,3
1629,3,earth,地学,真夜中の南の空に、おとめ座を観測できる季節はいつか。,春,夏,秋,冬,1
1630,3,earth,地学,真夜中の南の空に、いて座を観測できる季節はいつか。,春,夏,秋,冬,2
1631,3,earth,地学,真夜中の南の空に、みずがめ座を観測できる季節はいつか。,春,夏,秋,冬,3
1632,3,earth,地学,真夜中の南の空に、おうし座を観測できる季節はいつか。,春,夏,秋,冬,4
1633,3,earth,地学,ある星座を南の空で観測し、1か月後の同時刻、約30度動いていた。どこからどこへ動いたか。,西から東,東から西,北から南,南から北,2
1634,3,earth,地学,黄道12星座に含まれない星座はどれか。,いて座,おとめ座,オリオン座,しし座,3
1635,3,earth,地学,夏至の日の南中高度を求める式はどれか。,90°－緯度,90°－（緯度＋23.4°）,90°－（緯度－23.4°）,90°＋緯度－23.4°,3
1636,3,earth,地学,春分・秋分の日の南中高度を求める式はどれか。,90°－緯度,90°－（緯度＋23.4°）,90°－（緯度－23.4°）,90°＋緯度－23.4°,1
1637,3,earth,地学,冬至の日の南中高度を求める式はどれか。,90°－緯度,90°－（緯度＋23.4°）,90°－（緯度－23.4°）,90°＋緯度－23.4°,2
1638,3,earth,地学,夏至の日の日の出の方位はどこか。,真東より南寄り,真東より北寄り,真西より北寄り,真西より南寄り,2
1639,3,earth,地学,冬至の日の日の入りの方位はどこか。,真東より南寄り,真東より北寄り,真西より北寄り,真西より南寄り,4
1640,3,earth,地学,春分・秋分の日の昼夜の長さはどうか。,昼の方が長い,夜の方が長い,同じ長さである,昼が長い時もあれば短い時もある,3
1641,3,earth,地学,夏至の日の昼夜の長さはどうか。,昼の方が長い,夜の方が長い,同じ長さである,昼が長い時もあれば短い時もある,1
1642,3,earth,地学,冬至の日の昼夜の長さはどうか。,昼の方が長い,夜の方が長い,同じ長さである,昼が長い時もあれば短い時もある,2
1643,3,earth,地学,単位面積あたりに当たる光の量は、南中高度が高いほどどうなるか。,多くなる,少なくなる,変わらない,分からない,1
1644,3,earth,地学,地軸が傾いていないと仮定したときに、誤っていることはどれか。,季節の変化が起こらない,昼夜の長さが同じである,南中高度は1年中変化しない,真夜中に見える星座が変わる,4
1645,3,earth,地学,春分の日、南中高度が50度となるのは北緯何度か。,北緯20度,北緯30度,北緯40度,北緯50度,3
1646,3,earth,地学,夏至の日、南中高度が80.4度となるのは北緯何度か。,北緯33度,北緯57度,北緯60度,北緯66.6度,1
1647,3,earth,地学,秋分の日、南中高度が60度となるのは北緯何度か。,北緯20度,北緯30度,北緯40度,北緯50度,2
1648,3,earth,地学,冬至の日、南中高度が32.6度となるのは北緯何度か。,北緯9.2度,北緯34度,北緯56度,北緯80.8度,2
1649,3,earth,地学,夏至の日、北緯23.4度の位置での南中高度は何度か。,0度,北緯46.8度,66.6度,90度,4
1650,3,earth,地学,太陽系に属する恒星はどれか。,地球,月,太陽,冥王星,3
1651,3,earth,地学,地球の内側を公転する惑星を何というか。,内惑星,外惑星,小惑星,すい星,1
1652,3,earth,地学,火星と木星の間にある、多くの小天体が集まる領域を何というか。,小惑星,ハレーすい星,太陽系外縁天体,星雲,1
1653,3,earth,地学,太陽の表面に見られる黒い斑点を何というか。,黒点,コロナ,フレア,プロミネンス（紅炎）,1
1654,3,earth,地学,黒点が黒く見える理由はどれか。,爆発しているから,明るく光っているから,周囲より温度が低いから,ガスが薄いから,3
1655,3,earth,地学,太陽の表面温度として最も近いのはどれか。,約600℃,約6000℃,約1万6000℃,約60万℃,2
1656,3,earth,地学,太陽のまわりを公転している天体の集まりを何というか。,恒星系,太陽系,銀河系,星団,2
1657,3,earth,地学,太陽の活動で放出され、地球にも届くものはどれか。,重力,音波,高温ガス,エネルギー,4
1658,3,earth,地学,太陽の外側で100万℃以上の高温のガスがある部分はどこか。,黒点,コロナ,フレア,プロミネンス（紅炎）,2
